"DISTRITO";"64";"PRO-PROPUESTA REPUBLICANA";"CORDOBA";"JUNTA EJECUTIVA PROVINCIAL";"SECRETARIO DE ACTAS";"CACERES";"NATALIA LUCRECIA";"28706203";"16/10/2012";"16/10/2014"
"DISTRITO";"189";"PARTIDO PROYECTO POPULAR";"CHACO";"CONGRESO PROVINCIAL";"VOCAL TITULAR";"IGLESIAS";"EVA";"28707600";"27/05/2013";"27/05/2015"
"DISTRITO";"189";"PARTIDO PROYECTO POPULAR";"CHACO";"CONGRESO ";"SECRETARIO GENERAL";"IGLESIAS";"EVA";"28707600";"27/05/2013";"27/05/2015"
"DISTRITO";"213";"ENCUENTRO POPULAR";"BUENOS AIRES";"Asamblea Provincial";"Delegado/a Titular";"LUIS JOAQUIN";"ESTAY";"28712844";"12/11/2012";"12/11/2015"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"LA RIOJA";"CONGRESO PROVINCIAL - RAMA FEMENINA - DPTO. SAN BLAS DE LOS SAUCES";"SUPLENTE";"REYNOSO";"ALBA ESTER";"28716833";"20/12/2012";"20/12/2016"
"DISTRITO";"177";"NUEVA DIRIGENCIA";"SAN JUAN";"ASAMBLEA DE DELEGADOS";"SUPLENTE";"FLORES";"FANY VIVIANA";"28720812";"08/03/2014";"08/03/2016"
"DISTRITO";"69";"GEN";"ENTRE RÍOS";"TRIBUNAL DE DISCIPLINA";"MIEMBRO SUPLENTE";"BENEDETTI";"MARIELA CAROLINA";"28723806";"03/02/2013";"03/02/2015"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"BUENOS AIRES";"Junta Provincial ";;"SANDRA MARIA ";"PESCIARELLI ";"28728848";"17/06/2012";"17/06/2014"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"SANTA FE";"CONGRESO NACIONAL";"MIEMBRO INTEGRANTE";"BERTONE";"JUAN";"28731078";"27/05/2012";"27/05/2015"
"DISTRITO";"12";"PARTIDO COMUNISTA";"MENDOZA";"DIRECCIÓN EJECUTIVA";"SECRETARIO";"ZARATE";"MARIA LETICIA ";"28733756";"04/08/2012";"04/08/2014"
"DISTRITO";"213";"ENCUENTRO POPULAR";"BUENOS AIRES";"Asamblea Provincial";"Delegado/a Titular";"ENRIQUE EDUARDO";"SALVADOR";"28734928";"12/11/2012";"12/11/2015"
"DISTRITO";"179";"SANTAFESINO CIEN POR CIENTO ";"SANTA FE";"JUNTA ELECTORAL";"VOCAL";"QUINTANA";"DIEGO ARMANDO";"28736514";"09/12/2012";"09/12/2014"
"DISTRITO";"183";"PARTIDO SOCIAL DE CENTRO";"SANTIAGO DEL ESTERO";"CENTRO DE LA PROVINCIA";"SECRETARIO SUPLENTE";"BRAVO";"PAOLA DEL VALLE";"28744330";"07/10/2012";"07/10/2014"
"DISTRITO";"183";"PARTIDO SOCIAL DE CENTRO";"SANTIAGO DEL ESTERO";"FEDERACION JUBILADOS Y PENSIONADOS SOCIAL DE CENTRO-COMISION DIRECTIVA NACIONAL";"SECRETARIO DE FINANZAS";"BRAVO";"PAOLA DEL VALLE";"28744330";"07/10/2012";"07/10/2014"
"DISTRITO";"183";"PARTIDO SOCIAL DE CENTRO";"SANTIAGO DEL ESTERO";"CENTRO DEPARTAMENTAL- BANDA";"SECRETARIO TITULAR";"BRAVO";"PAOLA DEL VALLE";"28744330";"07/10/2012";"07/10/2014"
"DISTRITO";"183";"PARTIDO SOCIAL DE CENTRO";"SANTIAGO DEL ESTERO";"CENTRO DE CIRCUITO: BANDA";"SECRETARIO SUPLENTE";"BRAVO";"PAOLA DEL VALLE";"28744330";"07/10/2012";"07/10/2014"
"DISTRITO";"38";"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES";"SALTA";"CONGRESO";"TESORERA";"GOMEZ";"CECILIA";"28750928";"21/05/2013";"21/05/2016"
"DISTRITO";"38";"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES";"SALTA";"COMITÉ CENTRAL";"TITULAR";"GOMEZ";"CECILIA";"28750928";"21/05/2013";"21/05/2016"
"DISTRITO";"38";"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES";"SALTA";"COMISIÓN FISCALIZADORA";"TITULAR";"GOMEZ";"CECILIA";"28750928";"21/05/2013";"21/05/2016"
"DISTRITO";"38";"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES";"SALTA";"CONGRESO NACIONAL";"MIEMBRO INTEGRANTE";"GOMEZ";"CECILIA";"28750928";"21/05/2013";"21/05/2016"
"DISTRITO";"3";"UNION CIVICA RADICAL                              ";"CAPITAL FEDERAL";"Tribunal Electoral";"Delegado Titular";"PATRICIO EZEQUIEL";"ISABELLA";"28751343";"16/12/2013";"16/12/2015"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"SANTA FE";"JUNTA ELECTORAL PARTIDARIA";"MIEMBRO INTEGRANTE";"QUIROGA";"MARIA ";"28751472";"27/05/2012";"27/05/2015"
"DISTRITO";"8";"PARTIDO FEDERAL";"MENDOZA";"JUNTA CENTRAL DE GOBIERNO";"VOCAL";"INNOCENTE";"ADOLFO FAUSTO";"28763427";"01/10/2011";"30/09/2015"
"DISTRITO";"161";"PARTIDO OBRERO";"RÍO NEGRO";"MESA DIRECTIVA";"MIEMBRO SUPLENTE";"MAIGUA";"RAFAEL ALFONSO";"28763845";"12/12/2010";"12/12/2014"
"DISTRITO";"41";"PARTIDO FRENTE GRANDE";"NEUQUÉN";"MESA PROVINCIAL";"VOCAL SUPLENTE 5°";"GONZALEZ VITAL";"FEDERICO";"28768474";"20/11/2010";"20/11/2012"
"DISTRITO";"60";"MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD";"CAPITAL FEDERAL";"Congreso Partidario";"Delegado/a";"DIEGO MARIO";"MARIÑO";"28772766";"30/11/2013";"30/11/2017"
"DISTRITO";"60";"MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD";"CAPITAL FEDERAL";"Congreso Nacional";"Delegado/a";"DIEGO MARIO";"MARIÑO";"28772766";"30/11/2013";"30/11/2017"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"BUENOS AIRES";"Junta Provincial ";;"MARTÍN ALEJANDRO ";"MORICHETTI";"28777484";"17/06/2012";"17/06/2014"
"DISTRITO";"157";"FRENTE DEL PUEBLO";"LA RIOJA";"CONGRESO DPTO.R. VERA PEÑALOZA";"TITULAR 1°";"FLORES SAUL";"ROBERTO EDUARDO";"28777614";"30/04/2013";"30/04/2017"
"DISTRITO";"72";"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR";"CATAMARCA";"CONSEJO EJECUTIVO ";"TESORERO SUPLENTE";"CERDAN";"HUGO HORACIO";"28780528";"20/05/2013";"20/05/2017"
"DISTRITO";"40";"MOVIMIENTO LIBRES DEL SUR";"CATAMARCA";"COMITE DE DISTRITO";"TESORERO SUPLENTE";"PEDRAZA";"CINTIA IAVANA";"28780596";"09/04/2014";"09/04/2016"
"DISTRITO";"66";"PARTIDO SOLIDARIO";"CATAMARCA";"ASAMBLEA GENERAL ";"TITULAR";"NIEVA GONZALEZ";"DAVID MATIAS";"28780753";"07/01/2013";"07/01/2017"
"DISTRITO";"69";"GEN ";"CATAMARCA";"COMISION REVISORA DE CUENTAS ";"SUPLENTE 1°";"VARELA";"PAOLA MARTINA";"28780768";"19/06/2013";"19/06/2015"
"DISTRITO";"71";"PARTIDO DEL OBRERO";"NEUQUÉN";"CONGRESO";"TITULAR";"BERROCAL";"ELIZABETH MARGOT";"28781892";"26/05/2013";"25/05/2016"
"DISTRITO";"65";"PARTIDO UNION CELESTE Y BLANCO ";"CATAMARCA";"CONSEJO PROVINCIAL ";"Secretario General";"JALIL";"NÉLIDA DENISA";"28782303";"29/09/2012";"29/09/2016"
"DISTRITO";"204";"PARTIDO PROYECTO POPULAR";"CATAMARCA";"CONGRESO PROVINCIAL";"SUPLENTE";"VILLAGRAN";"VIVIANA DANIELA";"28782430";"18/03/2014";"18/03/2018"
"DISTRITO";"198";"ENCUENTRO POR LA DEMOCRACIA Y LA EQUIDAD";"LA PAMPA";"MESA DE CONDUCCION";"ASAMBLEISTA TITULAR";"FORNOS";"DANIEL JOAQUIN";"28782957";"10/01/2014";"10/01/2016"
"DISTRITO";"208";"PARTIDO POR UN PUEBLO UNIDO";"JUJUY";"COMITE EJECUTIVO";"SECRETARIO ADMINISTRATIVO Y DE ACTAS";"VARGAS";"LAURA FABIOLA";"28784854";"12/05/2013";"12/05/2017"
"DISTRITO";"71";"PARTIDO DEL OBRERO";"CAPITAL FEDERAL";"Congreso de Distrito";"Vicepresidente 1º";"NESTOR ALEJANDRO";"RAIA";"28785411";"09/05/2011";"09/05/2015"
"DISTRITO";"67";"KOLINA";"TUCUMÁN";"CONSEJO CENTRAL";"VICEPRESIDENTE";"SANTILLAN";"JORGE ESTEBAN";"28790800";"08/10/2013";"08/10/2017"
"DISTRITO";"204";"LA IZQUIERDA DE LOS TRABAJADORES";"JUJUY";"COMITÉ CENTRAL";"APODERADO";"REMY";"GASTÓN ALEJANDRO";"28794568";"05/06/2011";"05/06/2014"
"DISTRITO";"67";"KOLINA";"CHACO";"JUNTA ELECTORAL";"MIEMBRO INTEGRANTE";"DELGADO";"MARIA MONICA";"28798170";"08/06/2013";"07/06/2015"
"DISTRITO";"64";"PRO-PROPUESTA REPUBLICANA";"JUJUY";"MESA DIRECTIVA PROVINCIAL";"APODERADO";"ANGELINI";"LUCIANO VICTORIO";"28804304";"03/10/2011";"03/10/2015"
"DISTRITO";"65";"PARTIDO CELESTE Y BLANCO";"CORRIENTES";"Consejo Provincial";"Secretario General";"ALEJANDRA SOLEDAD";"CARDOZO";"28810647";"04/05/2010";"04/05/2014"
"DISTRITO";"61";"IZQUIERDA POR UNA OPCION SOCIALISTA";"BUENOS AIRES";"Congreso Provincial";"Delegado/a Titular";"EDGARDO TRISTAN";"CARDOZO";"28814336";"16/05/2011";"16/05/2015"
"DISTRITO";"64";"PRO-PROPUESTA REPUBLICANA";"CORDOBA";"JUNTA EJECUTIVA PROVINCIAL";"VOCAL SUPLENTE";"HERRADOR";"GABRIEL ALEJANDRO";"28816677";"16/10/2012";"16/10/2014"
"DISTRITO";"23";"UNIÓN POPULAR";"MISIONES";"Concejo Provincial ";"Tesorero";"ROA";"CLAUDIO NORBERTO";"28818463";"31/08/2012";"31/08/2016"
"DISTRITO";"47";"COALICIÓN CÍVICA-AFIRMACIÓN PARA UNA REPÚBLICA IGUALITARIA";"RÍO NEGRO";"CONSEJO PROVINCIAL DE CONTRALOR PATRIMONIAL";"SUPLENTE";"GAVIÑA";"CARLOS GERMAN";"28824956";"30/09/2012";"30/09/2014"
"DISTRITO";"64";"PRO - PROPUESTA REPUBLICANA";"TIERRA DEL FUEGO";"Asamblea Provincial ";"Miembro Titular";"VOLPI";"CARLOS FEDERICO ";"28835836";"22/08/2012";"25/08/2016"
"DISTRITO";"199";"FRENTE CÍVICO DE CÓRDOBA";"CORDOBA";"ASAMBLEA PROVINCIAL";"SUPLENTE";"MONTIVERO";"PABLO SEBASTIAN";"28837193";"DICIEMBRE.2012 A DICIEMBRE. 2014";
"DISTRITO";"64";"PRO - PROPUESTA REPUBLICANA";"TIERRA DEL FUEGO";"Consejo Directivo Provincial ";"Integrante Titular";"FIDALGO";"HERNÁN RODRIGO";"28837996";"22/08/2012";"25/08/2016"
"DISTRITO";"40";"MOVIMIENTO LIBRES DEL SUR";"CORDOBA";"ASAMBLEA PROVINCIAL";"ASAMBLEISTA 13°";"CABRERA FASOLIS";"BETIANA GEORGINA";"28841044";"20/12/2010";"20/12/2014"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"LA RIOJA";"CONGRESO PROVINCIAL - DPTO. PEÑALOZA";"SUPLENTE";"TEJADA";"MATIAS SEBASTIAN";"28841695";"20/12/2012";"20/12/2016"
"DISTRITO";"189";"PARTIDO DEL TRABAJO Y LA EQUIDAD";"CAPITAL FEDERAL";"Convencion Provincial";"Delegado/a Titular";"ROCIO MARIA";"PEÑA";"28843810";"09/07/2013";"09/07/2017"
"DISTRITO";"38";"MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES";"LA RIOJA";"CONGRESO";"APODERADO";"JUNCOS";"DIEGO GERMÁN";"28853053";"18/09/2009";"19/09/2012"
"DISTRITO";"71";"PARTIDO DEL OBRERO";"CHACO";"COMISIÓN REVISORA DE CUENTAS";"MIEMBRO INTEGRANTE";"PONCE";"PERLA PAOLA";"28858342";"20/06/2011";"20/06/2015"
"DISTRITO";"286";"ENCUENTRO POR LA DEMOCRACIA Y LA EQUIDAD";"CAPITAL FEDERAL";"Mesa Ejecutiva";"Tesorero/a Suplente";"EMILIANO NELSON";"CORREIA";"28863158";"24/05/2013";"24/05/2015"
"DISTRITO";"187";"AUTODETERMINACION Y LIBERTAD                             ";"CAPITAL FEDERAL";"Congreso";"Delegado";"SERGIO ADRIAN";"SALLUSTIO";"28863717";"06/10/2012";"07/10/2014"
"DISTRITO";"213";"PROPUESTAS PARA MENDOZA";"MENDOZA";"PLENARIO PROVINCIAL. DPTO. TUNUYAN";"MIEMBRO INTEGRANTE";"MENDEZ";"MARCELO GABRIEL";"28866137";"24/05/2013";"24/05/2015"
"DISTRITO";"182";"MOVIMIENTO DE BASES INDEPENDIENTES";"SANTIAGO DEL ESTERO";"Asamblea Provincial ";"Vocal";"GEREZ";"CARLOS JOSÉ";"28870643";"15/05/2012";"15/05/2016"
"DISTRITO";"182";"MOVIMIENTO DE BASES INDEPENDIENTES";"SANTIAGO DEL ESTERO";"Junta Electoral Provincial ";"sin cargo";"GEREZ";"CARLOS JOSÉ";"28870643";"15/05/2012";"15/05/2016"
"DISTRITO";"67";"KOLINA ";"SAN JUAN";"CONCEJO CENTRAL DE DISTRITO";"VOCAL TITULAR";"ROCAMORA NAVAS";"GABRIELA LORENA";"28871148";"14/12/2011";"14/12/2014"
"DISTRITO";"54";"PARTIDO DE LA VICTORIA";"SANTA CRUZ";"JUNTA PROVINCIAL";"SECRETARIO AFILIACIÓN";"CRESPO";"MARTIN IVAN";"28875415";"24/11/2009";"24/11/2013"
"DISTRITO";"70";"PARTIDO DE TRABAJADORES POR EL SOCIALISMO";"TUCUMÁN";"COMITÉ CENTRAL";"MIEMBRO INTEGRANTE";"CUEVAS";"GUILLERMO ALEJANDRO";"28884055";"26/05/2011";"26/05/2014"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"TUCUMÁN";"COMISION REVISADORA DE CUENTAS ";"SUPLENTES";"HEINECKE";"ARIEL ROLANDO";"28884059";"2012-2014";
"DISTRITO";"50";"PARTIDO SOCIALISTA";"TUCUMÁN";"CONGR NACIONALES";"SUPLENTES";"MURUA";"CAROLINA DEL VALLE";"28885330";"2012-2014";
"DISTRITO";"50";"PARTIDO SOCIALISTA";"TUCUMÁN";"COMISION DE DISCIPLINA";"TITULARES";"MURUA";"CAROLINA DEL VALLE";"28885330";"2012-2014";
"DISTRITO";"194";"PARTIDO OBRERO";"CATAMARCA";"COMISION DE DISCIPLINA";"MIEMBRO INTEGRANTE";"PINETTA";"GUSTAVO EDUARDO";"28885953";"21/07/2013";"21/07/2017"
"DISTRITO";"152";"PARTIDO RENOVADOR DE SALTA";"SALTA";"CONVENCION PROVINCIAL";"SUPLENTE";"DOMINGUEZ";"LORENA MARIA CELESTE";"28887542";"26/03/2012";"26/03/2014"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"CHACO";"CONSEJO PROVINCIAL";"SECRETARIO DE PRENSA";"GNUS";"NESTOR ALEJANDRO";"28888183";"07/10/2012";"12/10/2014"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"MISIONES";"CONGRESO PROVINCIAL";"CONGRESAL SUPLENTE";"GOMEZ";"RAMONA";"28890146";"25/05/2014";"25/05/2016"
"DISTRITO";"233";"PARTIDO FE";"CORDOBA";"CONGRESO DE DISTRITO";"MIEMBRO SUPLENTE";"VILLALVA";"SABINA SOLEDAD";"28892472";"05/06/2013";"05/06/2015"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"MENDOZA";"JUNTA EJECUTIVA PROVINCIAL";"VOCAL ";"SANTARELLI";"GERARDO ENRIQUE";"28893490";"18/03/2012";"18/03/2014"
"DISTRITO";"65";"PARTIDO UNIÓN CELESTE Y BLANCO";"LA RIOJA";"CONGRESALES DE DISTRITO AL PARTIDO NACIONAL";"Congresal Circunscripción 17";"PORRAS";"OFELIA GERONIMA";"28896822";"20/07/2012";"20/07/2016"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"LA RIOJA";"CONGRESO PROVINCIAL - DPTO. CAPITAL";"SUPLENTE";"TOLEDO";"OSCAR CESAR";"28896918";"20/12/2012";"20/12/2016"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL ";"CHACO";"JUNTA ELECTORAL PROVINCIAL";"TITULAR";"DUMRAUF";"JAVIER SEBASTIAN";"28907567";"10/12/2013";"10/12/2015"
"DISTRITO";"272";"GENTE EN ACCION";"BUENOS AIRES";"Congreso";"Congresal Titular";"MISAEL ROBERTO";"PERALTA ";"28907600";"26/05/2011";"26/05/2015"
"DISTRITO";"197";"PARTIDO DE LA CULTURA LA EDUCACION Y EL TRABAJO";"TIERRA DEL FUEGO";"CONVENCION PROVINCIAL ";"TITULARES";"LAZARTE";"CARLOS ANGEL";"28912441";"19/05/2013";"18/05/2017"
"DISTRITO";"169";"PARTIDO POPULAR";"CORRIENTES";"Junta Ejecutiva Provincial";"Vocal";"ROMAN ";"NAYA ";"28913023";"19/12/2012";"19/12/2014"
"DISTRITO";"180";"NUEVO COMPROMISO NEUQUINO";"NEUQUÉN";"JUNTA ELECTORAL";"SECRETARIO";"RIOMAN";"LEANDRO JAVIER";"28924721";"18/04/2011";"18/04/2015"
"DISTRITO";"3";"Union Civica Radical";"BUENOS AIRES";"Delegado/a";"Convencion Provincial";"NAZARENA CARLA";"MESIAS";"28924821";"25/10/2012";"25/10/2014"
"DISTRITO";"0";"MOVIMIENTO INTEGRACION LATIONAMERICANA DE EXPRESION SOCIAL (M.I.L.E.S.)";"SAN LUIS";"MESA PROVINCIAL";"SECRETARIO";"RODRIGUEZ";"NATALIA SOLEDAD";"28926110";"05/05/13- NO CONSTA";
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL ";"LA PAMPA";"MESA DIRECTIVA DEL COMITÉ PROVINCIAL";"MIEMBRO SUPLENTE";"COPPO";"GUILLERMO DANIEL";"28940102";"15/12/2012";"15/12/2014"
"DISTRITO";"200";"PARTIDO DE LA CONCERTACION FORJA";"CORRIENTES";"Consejo Provincial";"Vocal 2°";"JULIO CESAR ";"ACUÑA ";"28940871";" ";" "
"DISTRITO";"184";"PUEBLO NUEVO";"LA PAMPA";"COMISION DE LA JUVENTUD";"TESORERO";"BOURGES";"EVANGELINA";"28944250";"04/06/2013";"03/06/2017"
"DISTRITO";"181";"LA IZQUIERDA DE LOS TRABAJADORES";"NEUQUÉN";"COMISIÓN DE DISCIPLINA";"SUPLENTE";"VARGAS";"MARIA FERNANDA";"28945531";"08/04/2013";"07/04/2016"
"DISTRITO";"181";"LA IZQUIERDA DE LOS TRABAJADORES";"NEUQUÉN";"CONGRESO";"SUPLENTE";"PERALTA PRADO";"FLOR MARIA";"28946538";"08/04/2013";"07/04/2016"
"DISTRITO";"22";"PARTIDO HUMANISTA";"BUENOS AIRES";"Consejo Provincial";"Secretario/a ";"CARLA CELINA";"GIORGIO";"28951567";"16/07/2012";"16/07/2014"
"DISTRITO";"40";"MOVIMIENTO LIBRES DEL SUR";"CHACO";"ASAMBLEA DE DISTRITO";"DELEGADO";"TORRES";"RUBEN ORLANDO";"28955920";"30/07/2010";"30/07/2014"
"DISTRITO";"165";"PARTIDO NUEVO OCTUBRE";"MISIONES";"JUNTA PROVINCIAL";"VOCAL SUPLENTE";"GONZALEZ";"SERGIO ENRIQUE";"28957640";"30/11/2012";"30/11/2016"
"DISTRITO";"166";"PARTIDO DE LA CULTURA LA EDUCACIÓN Y EL TRABAJO";"MISIONES";"TRIBUNAL DE DISCIPLINA";"MIEMBRO INTEGRANTE";"MELGAREJO";"SILVIA VANESA";"28957883";"16/02/2014";"16/02/2018"
"DISTRITO";"54";"PARTIDO DE LA VICTORIA";"TIERRA DEL FUEGO";"CONGRESO DE DELEGADOS";"TITULARES";"GARCIA";"ERIK OMAR";"28960916";"28/05/2013";"28/05/2015"
"DISTRITO";"5";"PARTIDO DEMÓCRATA CRISTIANO";"CATAMARCA";"JUNTA PROVINCIAL";"SECRETARIA DE ORG. ACTAS";"ROMERO";"MARIA JOSÉ";"28960985";"03/02/2013";"03/02/2015"
"DISTRITO";"60";"MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD";"TUCUMÁN";"MESA EJECUTIVA PARTIDARIA";"VOCAL";"HIDALGO";"FABIANA DEL CARMEN";"28966631";"30/06/2012";"30/06/2016"
"DISTRITO";"177";"NUEVA DIRIGENCIA";"SAN JUAN";"ASAMBLEA DE DELEGADOS";"TITULAR";"RU";"CARMEN  BEATRIZ";"28967168";"08/03/2014";"08/03/2016"
"DISTRITO";"67";"Kolina";"BUENOS AIRES";"Congreso";"Congresal Titular";"CRISTIAN ";"ESTANGA";"28977491";"26/05/2013";"26/05/2015"
"DISTRITO";"188";"NUEVA ACCIÓN UNIDOS Y ORGANIZADOS";"MENDOZA";"CONSEJO PROVINCIAL";"SUPLENTE";"FERNANDEZ";"RITA PAMELA";"28979208";"17/05/2013";"17/05/2015"
"DISTRITO";"178";"ACCIÓN POR LA REPÚBLICA";"CORDOBA";"JUNTA CENTRAL PROVINCIAL";"VOCAL DE LA JUVENTUD";"GRANGETTO";"MARIA CECILIA";"28981451";"SEP.2012 A AGOSTO 2014";
"DISTRITO";"71";"PARTIDO DEL OBRERO";"NEUQUÉN";"CONGRESO";"TITULAR";"HERNANDEZ";"NELIDA";"28982037";"26/05/2013";"25/05/2016"
"DISTRITO";"71";"PARTIDO DEL OBRERO";"NEUQUÉN";"TRIBUNAL DE DISCIPLINA";"MIEMBRO INTEGRANTE";"HERNANDEZ";"NELIDA";"28982037";"26/05/2013";"25/05/2016"
"DISTRITO";"1";"MOVIMIENTO DE INTEGRACIÓN Y DESARROLLO";"LA PAMPA";"COMITE PROVINCIAL";"SUPLENTE";"GUTIERREZ";"ANIBAL ALEJANDRO";"28982120";"01/04/2013";"30/10/2014"
"DISTRITO";"30";"PARTIDO SOCIALISTA AUTÉNTICO";"TIERRA DEL FUEGO";"CONGRESO";"SUPLENTES ";"PEREYRA";"CRISTIAN RUBEN";"28985014";"17/02/2013";"16/02/2016"
"DISTRITO";"204";"PARTIDO PROYECTO POPULAR";"CATAMARCA";"CONSEJO PROVINCIAL ";"PRESIDENTE";"MARTINEZ";"ROSARIO SOLEDAD";"28986311";"18/03/2014";"18/03/2018"
"DISTRITO";"204";"PARTIDO PROYECTO POPULAR";"CATAMARCA";"CONGRESO PROVINCIAL";"TITULAR";"MARTINEZ";"ROSARIO SOLEDAD";"28986311";"18/03/2014";"18/03/2018"
"DISTRITO";"164";"PARTIDO DE LA PARTICIPACIÓN CIUDADANA";"MISIONES";"CONGRESO PROVINCIAL";"CONGRESAL TITULAR";"RIOS";"ANDRES";"28986710";"27/03/2012";"27/03/2016"
"DISTRITO";"164";"PARTIDO DE LA PARTICIPACIÓN CIUDADANA";"MISIONES";"JUVENTUD PROVINCIAL";"PRESIDENTE";"RIOS";"ANDRES";"28986710";"27/03/2012";"27/03/2016"
"DISTRITO";"164";"PARTIDO DE LA PARTICIPACIÓN CIUDADANA";"MISIONES";"JUNTA ELECTORAL";"MIEMBRO TITULAR";"RIOS";"ANDRES";"28986710";"27/03/2012";"27/03/2016"
"DISTRITO";"50";"PARTIDO SOCIALISTA                              ";"CAPITAL FEDERAL";"Junta Directiva";"Secretario/a de Finanzas";"SABRINA";"BERTOLOTTI";"28986988";"29/10/2012";"29/10/2014"
"DISTRITO";"66";"PARTIDO SOLIDARIO                              ";"CAPITAL FEDERAL";"Tribunal de Conducta";" ";"LUCAS";"VEZZA";"28988173";"24/08/2012";"24/06/2016"
"DISTRITO";"71";"PARTIDO DEL OBRERO";"NEUQUÉN";"CONGRESO";"TITULAR";"MOLINA";"CARLA FABIANA";"28989259";"26/05/2013";"25/05/2016"
"DISTRITO";"213";"ENCUENTRO POPULAR";"BUENOS AIRES";"Asamblea Provincial";"Delegado/a Titular";"JESICA NATALIA";"MAZZILLI";"28991594";"12/11/2012";"12/11/2015"
"DISTRITO";"207";"PARTIDO POR LA SOBERANÍA POPULAR";"JUJUY";"DEPARTAMENTO PALPALA";"DELEGADO";"CANO";"HAYDEE VERONICA";"28998246";"23/04/2013";"23/04/2016"
"DISTRITO";"175";"PARTIDO DEL TRABAJO Y DEL PUEBLO";"SAN JUAN";"COMITÉ PROVINCIAL";"APODERADO";"NARANJO";"JAVIER ALAMINO";"29003080";"06/01/2012";"06/01/2014"
"DISTRITO";"1";"MOVIMIENTO DE INTEGRACIÓN Y DESARROLLO";"MISIONES";"CONVENCION PROVINCIAL POSADAS";"DELEGADO SUPLENTE";"SILVIA";"CECILIA PAOLA";"29010290";"12/03/2014";"12/03/2016"
"DISTRITO";"1";"MOVIMIENTO DE INTEGRACIÓN Y DESARROLLO";"MISIONES";"CONVENVION NACIONAL";"SUPLENTE";"SILVA";"CECILIA PAOLA";"29010290";"12/03/2014";"12/03/2016"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"MISIONES";"JUNTA EJECUTIVA PROVINCIAL";"SECRETARIA DE LA JUVENTUD";"DIAZ";"DIEGO ALBERTO";"29010431";"25/05/2014";"25/05/2016"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"MISIONES";"CONGRESO NACIONAL";"CONGRESAL TITULAR";"DIAZ";"DIEGO ALBERTO";"29010431";"25/05/2014";"25/05/2016"
"DISTRITO";"289";"UNION POR TODOS";"BUENOS AIRES";"Convencion Provincial";"Delegado/a suplente";"RAÚL FABIÁN ";"FRITSCH";"29011385";"16/03/2013";"16/03/2017"
"DISTRITO";"63";"ES POSIBLE";"CORDOBA";"COMISIÓN REVISORA DE CUENTAS";"TITULAR";"IRUSTA";"VERONICA";"29016445";"15/10/2012";"15/10/2016"
"DISTRITO";"187";"MOVIMIENTO JUSTICIA Y LIBERTAD";"SANTIAGO DEL ESTERO";"ASAMBLEA GENERAL";"MIEMBRO SUPLENTE";"GARCIA";"DIEGO OMAR";"29021138";"22/10/2012";"28/09/2014"
"DISTRITO";"69";"GEN";"CORRIENTES";"Comité Ejecutivo Provincial";"Tesorero/a";"VANESA VALERIA";"FERNANDEZ";"29026929";"18/06/2013";"31/12/2013"
"DISTRITO";"211";"IZQUIERDA DEL TRABAJADOR POR EL SOCIALISMO";"MENDOZA";"COMITÉ CENTRAL";"MIEMBRO INTEGRANTE";"LUNA";"SILVIA GRACIELA";"29035256";"12/06/2011";"04/08/2014"
"DISTRITO";"64";"PRO-PROPUESTA REPUBLICANA";"MISIONES";"APODERADO";"TITULAR";"BIANCHETTI";"RAMON EMMANUEL";"29035312";"30/09/2013";"30/09/2017"
"DISTRITO";"201";"ACCION POR CORRIENTES";"CORRIENTES";"Consejo Provincial";"Vocal";"RAUL LEONARDO";"QUEIROLO";"29035698";"07/06/2013";"07/06/2017"
"DISTRITO";"54";"PARTIDO DE LA VICTORIA";"SANTIAGO DEL ESTERO";"JUNTA PROVINCIAL";"SECRETARIO  SUPLENTE";"OLIVARES PORFIRIO";"FLORENCIA MARIANA";"29037718";"17/06/2012";"17/06/2016"
